,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
203,Automation Engineer- student position,Atera,Tel Aviv-Yafo,4.7 ,"Atera is looking for a talented and passionate Automation Engineer to develop, maintain, and improve the automation framework and tests to ensure the highest level of quality. This is a student position. Availability to work a minimum of 3 days a week (60%) is required.  Responsibilities: Conduct the process of transformation from manual tests to automation tests based on needed scenarios & tools, as well as enhance existing tests and tools.  Requirements:",-1,1,4.7,4.6,4.6,4.6,4.6,201 to 500 Employees,Company - Private,Information Technology,2014,Enterprise Software & Network Solutions,$25 to $100 million (USD)
204,Core & Cloud integration Engineer,Ericsson,Rosh Ha`Ayin,4.2 ,"Our Exciting Opportunity: Ericsson is the world’s leading company in Cellular Networks. We are now looking for a cloud & Core Integration Engineer to analyze, prepare, and implement the configuration. Your scope of work will be in the most advanced technology and could include the scenarios of installations, upgrades and support.  You will: Plan the implementation of the product configuration / integration work   Familiar with Cellular network protocols",-1,0,3.3,3.8,4.0,3.4,3.8,10000+ Employees,Company - Public,Telecommunications,1876,Telecommunications Services,$10+ billion (USD)
205,Backend Engineer,Ermetic,Tel Aviv-Yafo,4.3 ,"Ermetic's mission & Culture Ermetic is an award-winning leading cybersecurity company specializing in infrastructure cloud security and governance, ranked as the best startup to work in for 2022! We are a fast-growing startup with $100M in funding in just under two years, revenue growth of 800%+ and an X6 customer base- we are unstoppable! Through our innovative and industry-leading solutions, we have helped organizations worldwide secure their cloud environments and comply with industry standards and regulations by providing the right platform, the right tools, and the right expertise.",-1,1,4.0,4.3,4.6,3.9,4.3,51 to 200 Employees,Company - Private,Information Technology,2019,Software Development,Unknown / Non-Applicable
206,Junior Full Stack Engineer,Yotpo,Tel Aviv-Yafo,4.1 ,"If you shop online (and who doesn't these days?), then chances are you've already interacted with Yotpo. We're a leading eCommerce retention marketing platform, on a mission to help brands of all sizes turn one-time shoppers into customers for life. Loyalty programs, SMS and email marketing, subscriptions, and reviews are our bread and butter, but we have more solutions up our sleeve, too. We have teams across the world, including the US, Canada, UK, Israel, Bulgaria, and Australia — and we're still growing. Our primary goal is to deliver the best technology in the industry. You can hear all about it in our latest brand video. Sounds exciting? Then read on, because we're in pursuit of the best and the brightest minds to help us achieve our vision.",-1,0,3.9,3.8,4.2,3.9,3.9,501 to 1000 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable
207,R&D Engineer,Implant Direct,Israel,3.2 ,"Operating Company: Implant Direct Location: Modi'in-Maccabim-Re'ut,HaMerkaz (Central),IL Date Posted: June 8, 2023 Req Number: R5016536  Implant Direct is part of Envista’s portfolio of dental product and service companies, including more than 30 trusted brands and over 125 years of dental excellence. With over 4.6 million implants placed worldwide, Implant Direct enables dentists to advance their patients’ oral health with high-quality dental implant solutions. All implants are manufactured in the USA using only medical-grade titanium alloy, meeting the industry’s highest performance and safety standards. We offer a unique portfolio of products and solutions that elevate the performance of your practice through predictable outcomes, greater patient satisfaction, and reduced total costs. We are committed to renewing confidence and changing lives through enhancing patient access. For more information about Implant Direct, visit www.Implantdirect.com .",-1,0,3.1,3.6,3.1,2.8,3.0,10000+ Employees,Company - Public,Healthcare,2019,Health Care Services & Hospitals,Unknown / Non-Applicable
208,Intern - Software,NCR,Raanana,3.6 ,"About NCR NCR Corporation (NYSE: NCR) is a leader in transforming, connecting and running technology platforms for self-directed banking, stores and restaurants. NCR is headquartered in Atlanta, Ga., with 38,000 employees globally. NCR is a trademark of NCR Corporation in the United States and other countries. Software Engineer Junior: Purpose: Simple, made possible. Our next-gen platform architecture delivers the agility retailers need to compete in a world that increasingly prefers digital experiences. We are looking for talented intern SW engineering student who love tackling convoluted problems and coming up with clean, stable solutions that scale. You will be participating in building from scratch the next-gen retail solution as-a-service dealing with scalability, availability, cloud and edge computing.",-1,0,3.2,3.1,3.5,3.2,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD)
209,Junior. DSP engineer,Silentium,Ness Ziona,3.1 ,"Job descriptions:  Development and integration of DSP systems in the field of acoustics. Development from scratch, customization, porting and optimization. Solution development in C/C++ and assembly. Working along with algorithms, HW, and DSP engineers. Job Requirements: Sc or M.Sc degree in Electronics Engineering or a similar field",-1,1,3.0,2.0,3.7,2.9,3.3,501 to 1000 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
210,"Cloud Software Engineer, Identity Protection (Israel)",CrowdStrike,Tel Aviv-Yafo,4.3 ,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight. About the Team: You will be joining the Identity protection team that delivers detection and prevention of identity related incidents in the organizational network using the falcon sensor and cloud.",-1,0,4.0,4.2,4.1,3.9,4.1,1001 to 5000 Employees,Company - Public,Information Technology,2011,Enterprise Software & Network Solutions,$500 million to $1 billion (USD)
211,Full Stack Engineer,Atomic-growth.com,Ramat Gan,-1,"Atomic Growth is building the next-generation Consumer Packaged Goods CPG company by acquiring and scaling independent e-commerce brands. We leverage AI and unique e-commerce expertise to identify, acquire, operate, and scale these brands. We partner with the owners of these brands, and offer them an opportunity to go above and beyond what they imagined when starting their brand. Atomic Growth assembled an extraordinary, cross-functional team of AI, e-commerce, and M&A experts, based in Tel-Aviv and New-York. Growing rapidly, and looking for driven professionals who are excited to join a dynamic startup environment, offering ownership and exceptional personal development opportunities from day 1. Responsibilities for Full Stack",₪25K (Employer est.),1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
212,Junior Deep Learning Engineer בחברה לאחר רכישה מתוקשרת!,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: חברה מעולה הממומנת ב-120 מיליון דולר, נרכשו על ידי חברה גדולה ומוכרת ועובדים כחטיבה עצמאית לחלוטין. עוסקים ב Compute Power ל-AI, מפתחים מנוע חדשני מבוסס Deep Learning המאפשר כוח מחשוב מותאם Al לעיבוד כמויות Data עצומות. יש משרדים במרכז הארץ ובאיזור השרון על קו רכבת, לנוחות העובד. החברה מונה מאות עובדים. מדובר בתפקיד שהוא כחלק מצוות, פיתוח מודלים של בינה מלאכותית לשימוש עבור המעבדים. הפיתוח ב Python, שימוש בכלי Deep Learning כמו PyTorch ו- TensorFlow. העבודה ב-Production (ללא צד מחקרי, אלא פיתוח ומימוש של האלגוריתמים).",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
213,Junior QA Engineer לחברה ישראלית יציבה ורווחית,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: צוות הQA שלנו מתרחב ונשמח לצרף QA Engineer לביצוע בדיקות ידניות, עבודה עם Cloud ופרוטוקלי תקשורת. החברה עוסקת ב-Infrastructure Automation at Scale על מנת לייעל תהליכי DevOps בחברות וארגונים. עד כה מושקעת בלמעלה מ-114M דולר עם מעל 200 לקוחות משלמים. מונים 120 עובדים וצומחים! דרישות המשרה: נסיון של שנה בבדיקות ידניות Client/Server",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
