title,employer,location,rating,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue,age,district,python_keyword,ai_keyword,java_keyword,javascript_keyword,c++_keyword,react_keyword,sql_keyword,aws_keyword,git_keyword
QA,AudioCodes Limited,Central,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Engineer,Gotfriends,Tel Aviv,4,0,3,3,4,3,4.2,501 to 1000 Employees,Company - Public,Manufacturing,-1,Electronics Manufacturing,$100 to $500 million (USD),-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Other,,,-1,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,,0,0,0,0,0,0,0,0,0
Other,Boston Consulting Group,Tel Aviv,4,0,4,4,4,4,3.1,10000+ Employees,Company - Private,Management & Consulting,1963,Business Consulting,$5 to $10 billion (USD),60,Tel Aviv,0,0,0,0,0,0,0,0,1
Software Engineer,Shutterfly,Haifa,3,1,3,3,3,3,3.6,10000+ Employees,Company - Private,Information Technology,1999,Internet & Web Services,$1 to $5 billion (USD),24,Northern,0,0,0,0,0,0,0,0,0
Developer,Invaya,Herzliya,3,0,2,3,3,2,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Appdome,Tel Aviv,3,0,3,3,3,3,3.5,51 to 200 Employees,Company - Private,Information Technology,2012,Software Development,Unknown / Non-Applicable,11,Tel Aviv,1,0,1,0,1,0,0,0,0
Software Engineer,Innovid,Tel Aviv,4,0,3,3,4,4,4.5,201 to 500 Employees,Company - Public,Information Technology,2007,Internet & Web Services,$25 to $100 million (USD),16,Tel Aviv,0,1,0,0,0,0,0,0,1
Software Engineer,NeuReality,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Wiliot,Israel,4,1,4,4,4,4,4.4,1 to 50 Employees,Company - Private,Information Technology,2017,Computer Hardware Development,Unknown / Non-Applicable,6,Israel,0,1,0,0,0,0,0,0,1
Software Engineer,Gini Apps,Herzliya,-1,1,4,3,4,3,4.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Proofpoint,Tel Aviv,4,0,3,3,4,4,4.0,1001 to 5000 Employees,Company - Private,Information Technology,2002,Enterprise Software & Network Solutions,$100 to $500 million (USD),21,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Capitolis,Tel Aviv,4,1,4,4,3,3,4.0,51 to 200 Employees,Company - Private,Financial Services,2017,Financial Transaction Processing,Unknown / Non-Applicable,6,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Silverfort,Tel Aviv,4,1,4,4,4,4,4.8,51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable,7,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Pulsenmore,Ramat Gan,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,NetApp,Tel Aviv,4,0,3,4,4,3,4.3,10000+ Employees,Company - Public,Information Technology,1992,Enterprise Software & Network Solutions,$5 to $10 billion (USD),31,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Unleash,Tel Aviv,3,1,-1,-1,-1,-1,-1.0,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Altair,Israel,4,0,4,4,4,4,4.2,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Software Engineer,WhiteSource,Giv`atayim,4,0,4,3,4,3,4.1,201 to 500 Employees,Company - Private,Information Technology,2011,Enterprise Software & Network Solutions,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,1
Software Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,1,0,0,0,0
Software Engineer,Varonis,Herzliya,4,0,4,4,4,3,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD),18,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,AMBITION,Tel Aviv,3,0,4,4,4,4,4.2,201 to 500 Employees,Company - Public,Human Resources & Staffing,1999,HR Consulting,$25 to $100 million (USD),24,Tel Aviv,1,1,0,0,0,0,0,0,1
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Intland Software,Herzliya,4,0,3,3,4,3,4.3,5001 to 10000 Employees,Company - Public,Information Technology,1985,Computer Hardware Development,$1 to $5 billion (USD),38,Tel Aviv,0,1,0,0,0,0,0,0,1
Software Engineer,Gotfriends,Israel,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Israel,0,0,1,0,0,0,0,0,0
Software Engineer,Google,Tel Aviv,4,0,4,4,4,4,4.2,10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD),25,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,1,0,0,0
Software Engineer,Munters,Petah Tikva,3,0,3,3,3,3,3.7,1001 to 5000 Employees,Company - Public,Manufacturing,1955,Machinery Manufacturing,$500 million to $1 billion (USD),68,Central,0,1,0,0,0,0,0,0,0
Software Engineer,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,ISI,Yehud,4,0,4,3,4,4,4.8,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Developer,Albert Technologies,Tel Aviv,3,0,3,3,3,3,3.2,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,$1 to $5 million (USD),-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Other,EDC EMBEDDED SYSTEMS,Hod HaSharon,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Developer,Dynamic Yield,Tel Aviv,4,1,3,3,3,3,3.8,51 to 200 Employees,Company - Private,Information Technology,2011,Internet & Web Services,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,DocuSign,Tel Aviv,3,0,3,3,3,3,4.0,5001 to 10000 Employees,Company - Public,Information Technology,2003,Information Technology Support Services,$1 to $5 billion (USD),20,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,1,1,0,0,0,0,0
Software Engineer,EFI,Rosh Ha`Ayin,3,0,3,2,3,3,3.4,1001 to 5000 Employees,Company - Public,Information Technology,1989,Computer Hardware Development,$1 to $5 billion (USD),34,Central,0,0,0,0,0,0,0,0,1
Software Engineer,Skai,Tel Aviv,-1,1,-1,-1,-1,-1,-1.0,1 to 50 Employees,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Software Engineer,Mend,Giv`atayim,4,1,4,3,3,3,4.0,1 to 50 Employees,Company - Private,Healthcare,2014,Health Care Services & Hospitals,Unknown / Non-Applicable,9,Tel Aviv,0,0,0,0,0,0,0,0,1
Developer,PRIMIS,Tel Aviv,4,0,4,3,3,3,3.2,51 to 200 Employees,Company - Private,Media & Communication,2007,Advertising & Public Relations,Unknown / Non-Applicable,16,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,ART Medical,Netanya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Other,Red Hat Software,Raanana,4,0,4,4,4,4,4.3,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Developer,Veeva Systems,Tel Aviv,4,0,3,3,4,3,3.8,5001 to 10000 Employees,Company - Public,Information Technology,2007,Enterprise Software & Network Solutions,$1 to $5 billion (USD),16,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,ART MEDICAL Ltd,Netanya,4,1,4,4,4,4,4.3,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Software Engineer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,0,0,0,1,0,0
Developer,BMC Software,Tel Aviv,4,0,3,4,4,3,4.0,5001 to 10000 Employees,Company - Private,Information Technology,1980,Enterprise Software & Network Solutions,$1 to $5 billion (USD),43,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,HCL Technologies,Israel,3,0,3,3,3,3,3.7,10000+ Employees,Company - Public,Information Technology,1991,Computer Hardware Development,$10+ billion (USD),32,Israel,0,0,0,0,0,0,0,0,0
Developer,BMC Software,Tel Aviv,4,0,3,4,4,3,4.0,5001 to 10000 Employees,Company - Private,Information Technology,1980,Enterprise Software & Network Solutions,$1 to $5 billion (USD),43,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,ZoomInfo Technologies LLC,Raanana,3,1,4,3,3,3,3.3,1001 to 5000 Employees,Company - Public,Information Technology,2007,Software Development,$1 to $5 billion (USD),16,Central,0,0,0,0,0,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,1,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,1,1,0
Student/Intern,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Microsoft,Tel Aviv,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD),48,Tel Aviv,0,1,0,0,0,0,0,1,0
Software Engineer,mPrest Systems,Petah Tikva,3,0,3,2,2,3,3.1,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Developer,ווין ג׳ובס,Tel Aviv,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,ART Medical,Netanya,4,0,4,4,4,4,4.3,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Student/Intern,Google,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,1,0,0,0
Other,Red Hat Software,Raanana,4,0,4,3,4,3,4.3,10000+ Employees,Company - Public,Information Technology,1993,Enterprise Software & Network Solutions,$1 to $5 billion (USD),30,Central,0,1,0,0,0,0,0,0,0
Developer,Razor Labs,Tel Aviv,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Pagaya Israel,Tel Aviv,3,1,3,3,3,2,3.4,501 to 1000 Employees,Company - Public,Financial Services,2016,Banking & Lending,$500 million to $1 billion (USD),7,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Microsoft,Tel Aviv,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD),48,Tel Aviv,0,1,0,0,0,0,0,1,0
Developer,Moon Active,Tel Aviv,4,0,4,4,4,4,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2011,Internet & Web Services,Unknown / Non-Applicable,12,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Tipalti,Tel Aviv,3,1,3,3,3,3,4.0,501 to 1000 Employees,Company - Private,Information Technology,2010,Enterprise Software & Network Solutions,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,קבוצת יעל,Tel Aviv,4,0,4,3,3,4,4.4,1001 to 5000 Employees,Company - Private,Information Technology,1963,Information Technology Support Services,Unknown / Non-Applicable,60,Tel Aviv,0,0,1,1,0,1,0,1,1
Student/Intern,Typemock,Israel,-1,0,2,3,2,2,3.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,1,0,0,0,0
Student/Intern,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Navan,Tel Aviv,3,1,3,3,3,2,3.0,1001 to 5000 Employees,Company - Private,Information Technology,2015,Computer Hardware Development,Unknown / Non-Applicable,8,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,PRIMIS,Tel Aviv,4,0,4,3,3,3,3.2,51 to 200 Employees,Company - Private,Media & Communication,2007,Advertising & Public Relations,Unknown / Non-Applicable,16,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Cato Networks,Tel Aviv,4,1,4,4,4,4,4.0,51 to 200 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Candex,Tel Aviv,3,1,3,4,3,3,3.9,1 to 50 Employees,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,FrontStory,Tel Aviv,4,1,4,4,4,4,4.4,1 to 50 Employees,Company - Private,Media & Communication,2012,Publishing,Unknown / Non-Applicable,11,Tel Aviv,0,1,0,0,0,0,0,0,0
QA,Pentera,Petah Tikva,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Central,0,1,0,0,0,0,0,0,0
Developer,Razor Labs,Tel Aviv,-1,1,3,2,2,2,3.1,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Student/Intern,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Connecteam,Tel Aviv,4,1,3,3,4,3,3.3,51 to 200 Employees,Company - Private,Information Technology,2005,Computer Hardware Development,$5 to $25 million (USD),18,Tel Aviv,0,1,0,0,0,1,0,0,0
Software Engineer,Innovid,Tel Aviv,4,0,3,3,4,4,4.5,201 to 500 Employees,Company - Public,Information Technology,2007,Internet & Web Services,$25 to $100 million (USD),16,Tel Aviv,0,1,0,0,0,0,0,0,1
Developer,Similarweb,Giv`atayim,3,0,3,3,3,2,3.0,501 to 1000 Employees,Company - Public,Information Technology,2008,Internet & Web Services,Unknown / Non-Applicable,15,Tel Aviv,0,1,0,0,0,0,0,0,1
Other,NeuReality,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,JobInfo,Tel Aviv,3,0,3,3,1,2,4.2,51 to 200 Employees,Company - Private,Information Technology,1999,Computer Hardware Development,Unknown / Non-Applicable,24,Tel Aviv,0,0,0,0,0,1,1,0,0
Engineer,Cato Networks,Tel Aviv,4,1,4,4,4,4,4.0,51 to 200 Employees,Company - Private,Information Technology,2015,Enterprise Software & Network Solutions,Unknown / Non-Applicable,8,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,Ultima Genomics,Tel Aviv,3,0,3,3,3,3,3.5,Unknown,Company - Private,Manufacturing,-1,Machinery Manufacturing,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Software Engineer,NCR,Raanana,3,0,3,3,3,3,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD),139,Central,0,1,0,0,0,0,0,0,0
Software Engineer,Microsoft,Tel Aviv,4,0,4,4,4,3,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD),48,Tel Aviv,0,1,0,0,0,0,0,1,0
Software Engineer,LightForce Orthodontics,Tel Aviv,5,1,5,5,5,5,5.0,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Student/Intern,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,PlainID,Tel Aviv,4,0,4,4,4,3,4.1,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,0,0,1,0,0,0
Engineer,FORTVISION,Tel Aviv,3,0,4,4,4,4,4.1,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Check Point Software Technologies Ltd.,Tel Aviv,3,0,3,3,3,3,3.9,5001 to 10000 Employees,Company - Public,Information Technology,1993,Software Development,$1 to $5 billion (USD),30,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Fiverr,Tel Aviv,4,1,4,3,4,4,4.1,201 to 500 Employees,Company - Public,Personal Consumer Services,2010,Consumer Product Rental,$1 to $5 million (USD),13,Tel Aviv,0,0,0,0,0,0,0,1,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Microsoft,Tel Aviv,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Atomic-growth.com,Ramat Gan,-1,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Engineer,Yotpo,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Student/Intern,Pulsenmore,Ramat Gan,-1,1,3,3,4,3,3.9,501 to 1000 Employees,Company - Private,Information Technology,2011,Computer Hardware Development,Unknown / Non-Applicable,12,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,Apple,Herzliya,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Tel Aviv,0,0,0,0,0,0,0,0,0
Software Engineer,Shutterfly,Haifa,3,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Northern,0,0,0,0,0,0,0,0,0
Student/Intern,NCR,Raanana,3,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Student/Intern,SAP,Raanana,4,0,3,3,3,3,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD),139,Central,0,1,0,0,0,0,0,0,1
Student/Intern,Apple,Herzliya,4,0,3,3,3,3,3.4,10000+ Employees,Company - Public,Information Technology,1884,Enterprise Software & Network Solutions,$5 to $10 billion (USD),139,Tel Aviv,0,1,0,0,0,0,0,0,1
Student/Intern,SAP,Raanana,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Student/Intern,NCR,Raanana,3,0,4,4,4,4,4.3,10000+ Employees,Company - Public,Information Technology,1972,Enterprise Software & Network Solutions,$10+ billion (USD),51,Central,0,0,0,0,0,0,0,0,0
Student/Intern,Hewlett Packard Enterprise,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Altair,Israel,4,0,3,3,4,3,4.2,10000+ Employees,Company - Public,Information Technology,2015,Information Technology Support Services,Unknown / Non-Applicable,8,Israel,0,0,0,0,0,0,0,0,0
Student/Intern,Apple,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Altair,Israel,4,0,3,4,4,3,3.6,10000+ Employees,Company - Public,Information Technology,1976,Computer Hardware Development,$10+ billion (USD),47,Israel,0,1,0,0,0,0,0,0,0
Student/Intern,Intland Software,Herzliya,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
