,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
42,Full Stack Developer,Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D As a Full Stack Developer at Albert, you will be developing both functional and infrastructure features in our React-based client app and Python-based server. Responsibilities: Albert is a robust, cloud-based artificial intelligence platform that plugs into a marketer’s existing tech stack and operates it – autonomously planning, building and optimizing huge paid digital marketing campaigns (enterprise scale). The only system of its kind in the world, it is an autonomous AI that is the result of 8 years of development by a team of 80 data scientists and engineers. Albert processes and analyzes audience and tactic data at scale, making optimization decisions, and extracting useful and actionable insights for our clients.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
43,Backend Developer,Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D As a Backend Developer at Albert, you will be working closely with our research and algorithmics teams to constantly make Albert smarter. Responsibilities: Albert is a robust, cloud-based artificial intelligence platform that plugs into a marketer’s existing tech stack and operates it – planning, building and optimizing huge paid digital marketing campaigns (enterprise scale). The only system of its kind in the world, it is an autonomous AI that is the result of 8 years of development by a team of 80 data scientists and engineers. Albert processes and analyzes audience and tactic data at scale, making optimization decisions, and extracting useful and actionable insights for our clients.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
44,Python Full Stack Developer,Zencity,Tel Aviv-Yafo,4.0 ,"Who are we? Zencity is re-inventing the way governments listen to, understand, and interact with their residents. Our community trust platform uses advanced Natural Language Processing, ML algorithms and generative AI to help government organizations hear from more citizens, be more data-driven and increase resident satisfaction. Zencity’s global team of urban enthusiasts and data geeks work with hundreds of cities and counties worldwide - from Los Angeles, to Chicago, to Tel Aviv. If you’re passionate about joining a growing company whose focus is on leveraging data and tech to radically improve life in communities - your place is with us!   Requirements:",-1,1,3.8,3.5,4.3,3.6,4.2,51 to 200 Employees,Company - Private,Information Technology,2016,Information Technology Support Services,$5 to $25 million (USD)
45,Full Stack Developer,SMSEdge,Tel Aviv-Yafo,1.7 ,"Job Description 3+ years experience in the following: PHP MySQL MVC Architecture Framework (Laravel, Yii2, Zend, Symfony etc’) Driven and creative teammate who thrives in dynamic, startup environments Self Starter and a quick learner Superb communication skills with a high level of English Experience in high-load systems — advantage",-1,0,1.5,1.5,1.8,1.9,2.3,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
46,Junior Web Developer לחברת סטארט-אפ קטנה,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: Junior Web Developer? הצטרפ/י אלינו! אנחנו חברת סטארטאפ קטנה ומרשימה אשר הוקמה ב2014. אנו מפתחים מערכת לניהול חקירות בארגוני ביון ואכיפה בארץ ובעולם. התפקיד כולל הצטרפות לצוות של 6 מפתחים. הפיתוח נעשה לצד ה-Server ב-Net. כפיפות ישירה למנהל הפיתוח. ממוקמים בתל אביב קו רכבת. דרישות המשרה: שנה ניסיון בפיתוח Backend ב-Net.",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
47,Software Engineer,Innovid,Tel Aviv-Yafo,4.4 ,"Innovid (NYSE:CTV) powers advertising delivery, personalization, measurement and outcomes across linear, CTV and digital for the world's largest brands. Through a global infrastructure that enables cross-platform ad serving, data-driven creative, and currency-grade measurement, Innovid offers its clients always-on intelligence to optimize advertising investment across channels, platforms, screens, and devices. Innovid is an independent platform that leads the market in converged TV innovation, through proprietary technology and exclusive partnerships designed to reimagine TV advertising. Headquartered in New York City, Innovid serves a global client base through offices across the Americas, Europe, and Asia Pacific. To learn more, visit innovid.com or follow us on LinkedIn or Twitter. We have a developer-centric culture, practice continuous deployment and no code ownership, and deal daily with the most advanced technologies and methodologies in software development, high scalability, and fully automated and tested pipelines. We're looking for top-notch, passionate developers to be part of our world-class R&D team. If you think you can handle a wide range of technologies, pushing code to production several times a day, working on a different part of our product code with every new task you getת and using the best practices in the industry? please contact us!",-1,0,3.9,3.9,4.5,4.2,4.5,201 to 500 Employees,Company - Public,Information Technology,2007,Internet & Web Services,$25 to $100 million (USD)
48,Junior Fullstack Developer לחברת סטארט-אפ בתחום הרפואי,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Fullstack שתצטרף/יצטרף לעשייה שלנו! אנחנו עוסקים בחקר הסרטן, מבצעים מחקרים על החולים הקשים ביותר, ברמות הקשות ביותר. לוקחים את התיאוריה על תרופות והופכים אותה לפרקטיקה למוצרים שמאפשרים טיפול לחולים קריטיים. נמצאים בפיילוט בבית חולים גדול בארץ. לחברה אישור FDA. התפקיד כולל הצטרפות לצוות של 10 מפתחים. נשמח להרחיב בפרטים, שלח/י קורות חיים! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
49,Full Stack Developer,Imomony,Tel Aviv-Yafo,2.4 ,"If you’re curious, love new technologies and looking to grow and develop yourself in a startup atmosphere, we’re looking just for you, come and join our great team! Responsibilities: Design of the overall architecture of the web application Implementation of a robust set of services and APIs to power the web application Building reusable code and libraries for future use Optimization of the application for maximum speed and scalability Implementation of security and data protection",-1,0,3.3,2.7,3.4,2.4,4.3,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
50,Junior Web Developer לסטארט-אפ בתחום הFintech,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: מפתחים ומפתחות, נשמח שתצטרפו אלינו! אנחנו חברה בתחום הפינטק אשר מפתחת אפליקציית תוסף לדפדפן שמטרתה לעזור למשקיעים פרטיים בבחירת השקעותיהם בשוק ההון. פיתחנו טכנולוגיה שיודעת לזהות המלצות של אנליסטים ולתת דירוג מתאים על פי טיב ההמלצות שלהם בתחום המסחר ועד כמה היו מדוייקים עד כה בהמלצותיהם. מונים 50 עובדים, חברה עם הון אנושי צעיר, יש איזון בית-עבודה. פיתוח PHP ו JS, דפי נחיתה עם Wordpress. כרגע עובדים מהבית, לאחר הקורונה יתאפשר יומיים עבודה מהבית. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
51,Front-End Developer,SuperCom,Tel Aviv-Yafo,-1,"DESCRIPTION SuperCom is seeking an enthusiastic, collaborative, highly motivated, and talented Senior Front-End Developer to join our team. We are looking for someone who thrives in a fast-paced environment and welcomes new challenges every day. Responsibilities: Developing new user-facing features using React.js. Building reusable components and front-end libraries for future use. Translating designs and wireframes into high-quality code.",-1,0,3.7,3.8,4.3,3.9,4.2,201 to 500 Employees,Company - Public,Retail & Wholesale,-1,Wholesale,Unknown / Non-Applicable
52,Python Developer,Varonis,Herzliya,4.1 ,"Summary Data has never been more valuable and vulnerable. As cybercriminals become more sophisticated and regulations become stricter, organizations struggle to answer one key question: “Is my data safe?” At Varonis, we see the world of cybersecurity differently. Instead of chasing threats, we believe that the most practical approach is to protect data from the inside out. We’ve building the industry’s first fully autonomous data security platform to help our customers dramatically reduce risk with minimal human effort. At Varonis, we move fast. We’re an ultra-collaborative company with brilliant people who care deeply about the details. Together, we’re solving interesting and complex puzzles to keep the world’s data safe.",-1,0,4.1,4.1,4.1,3.9,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD)
53,Full Stack Web Developer,Code Oasis,Herzliya,3.8 ,"We are looking for a Full-Stack web developer! We’re searching for the next stars to join us. Be a part of Open Source group and be open to new and cutting-edge web technologies in varies of challenging products. As a Full Stack WEB Developer, you will: Become a ninja developer as a part of an elite development team. Learn and improve your skills with the best of the industry. Use cutting-edge technologies to build modern web application.",-1,0,4.0,2.5,3.2,3.2,3.5,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
